사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2025-12,7호선,2725,용마산(용마폭포공원),10,1,"4,923",616,"10,580","2,360","22,852","4,112","29,382","9,771","16,411","5,769","10,588","5,435","9,142","5,236","8,881","6,428","8,653","7,501","7,574","7,511","8,044","10,046","8,540","12,296","8,224","15,137","8,012","21,806","4,990","17,585","3,342","11,540","2,518","11,540","1,845","10,330",970,"6,420",186,"2,231",3,49,0,0,0,0,2026-01-03 11:12:47
2025-12,7호선,2726,중곡,13,2,"6,683",582,"12,638","4,224","30,109","16,388","47,633","32,041","30,085","16,213","20,081","10,747","17,548","11,120","18,536","12,379","17,039","13,833","16,807","14,542","16,805","18,294","21,836","21,586","23,310","25,701","25,614","35,374","13,009","28,520","9,235","18,923","7,625","16,984","5,912","15,045","2,447","8,803",600,"3,331",1,76,0,0,0,0,2026-01-03 11:12:47
2025-12,7호선,2727,군자(능동),32,0,"8,910",859,"14,616","5,671","36,080","9,353","58,946","27,819","39,754","19,641","24,127","13,522","20,936","14,166","23,000","15,215","23,112","16,485","21,987","18,526","23,367","22,010","26,323","26,405","32,484","32,630","35,472","46,913","23,505","34,059","19,989","22,198","20,018","19,648","16,516","17,674","8,772","10,410","1,762","4,259",22,140,0,0,0,0,2026-01-03 11:12:47
2025-12,7호선,2728,어린이대공원(세종대),17,0,"3,297",890,"7,893","7,741","19,818","16,641","33,550","67,327","25,375","42,973","18,990","38,906","21,761","32,442","22,005","28,207","28,069","33,263","28,651","26,780","33,357","23,851","44,806","26,415","53,800","29,976","48,848","37,627","28,516","25,734","25,733","18,260","25,105","16,661","20,625","16,579","10,884","11,874","2,165","3,822",9,67,0,0,0,0,2026-01-03 11:12:47
2025-12,7호선,2729,건대입구,66,4,"4,277","1,185","5,612","9,858","13,955","21,325","20,506","44,291","16,776","34,930","16,831","31,458","22,280","28,542","22,636","30,918","24,775","32,355","30,117","29,933","37,240","28,729","40,745","30,447","47,508","35,626","39,622","42,315","30,286","27,443","31,689","16,861","26,543","14,334","21,948","11,920","11,968","7,205","1,956","3,906",48,487,0,24,0,0,2026-01-03 11:12:47
2025-12,7호선,2730,자양(뚝섬한강공원),3,0,"4,658",590,"9,599","3,549","22,452","6,877","32,624","13,319","22,023","10,307","13,837","8,447","12,428","9,484","12,108","10,435","12,004","12,360","12,579","14,258","13,956","17,053","16,444","18,777","18,084","22,954","17,330","30,418","11,856","22,381","10,186","15,146","8,374","14,274","5,669","12,645","2,544","7,215","1,351","2,313",21,37,0,5,0,0,2026-01-03 11:12:47
2025-12,7호선,2731,청담,7,0,"2,519","3,702","7,150","28,353","12,146","58,644","16,559","136,310","14,368","92,555","14,429","38,011","17,742","25,617","21,108","24,979","22,793","25,867","27,647","23,552","35,367","21,916","46,490","22,557","73,056","25,971","101,672","24,013","50,164","15,362","31,458","11,762","29,243","10,369","21,814","8,233","6,179","4,631",949,"3,038",10,55,3,9,0,0,2026-01-03 11:12:47
2025-12,7호선,2732,강남구청,23,1,"1,906","1,806","3,968","16,365","7,509","36,815","10,700","105,297","10,184","101,499","10,562","47,109","13,337","27,858","16,270","23,984","19,649","26,327","24,315","22,836","30,515","20,801","37,378","20,877","56,404","24,307","85,076","23,874","53,835","14,607","35,191","9,958","32,653","7,979","24,793","6,430","11,063","4,382","2,199","2,099",8,18,0,0,0,0,2026-01-03 11:12:47
2025-12,7호선,2733,학동,6,0,"1,995","1,846","4,570","23,997","8,842","56,521","12,196","178,090","12,222","134,284","12,694","58,785","16,690","31,688","21,239","26,654","25,020","30,745","30,499","25,682","40,444","21,857","51,479","22,488","92,687","25,319","155,055","24,628","73,670","14,195","41,762","9,191","35,911","8,245","27,991","6,070","11,255","3,924","1,888","1,436",3,30,0,0,0,0,2026-01-03 11:12:47
2025-12,7호선,2734,논현,26,0,"3,037","1,121","4,542","16,337","9,083","42,003","14,591","107,413","12,570","96,206","12,421","40,352","15,196","26,970","17,623","25,695","19,922","27,654","25,647","26,319","31,181","24,701","39,405","28,510","67,305","35,915","99,476","40,468","57,545","22,330","39,262","12,959","41,361","10,620","37,783","8,339","20,168","5,726","3,731","2,653",10,34,0,0,0,0,2026-01-03 11:12:47
2025-12,7호선,2735,반포,5,0,"1,050",941,"3,548","11,073","10,480","12,809","15,258","19,900","11,095","17,637","8,678","12,061","8,717","13,073","10,245","12,041","11,449","11,837","12,710","11,479","15,700","11,709","20,462","11,894","20,384","13,276","19,620","14,902","13,494","9,479","11,773","6,511","10,632","6,002","7,294","5,720","2,301","3,474",381,"1,052",5,7,0,0,0,0,2026-01-03 11:12:47
2025-12,7호선,2736,고속터미널,27,1,"1,445","3,003","3,114","23,474","12,483","42,174","21,759","51,255","28,529","40,862","29,882","35,393","32,535","34,497","33,561","30,509","34,356","33,429","35,980","30,603","46,896","26,276","49,960","27,353","65,704","30,499","52,608","30,133","35,411","17,905","38,922","11,491","33,527","11,383","24,659","6,474","7,636","3,666",942,983,9,33,0,0,0,0,2026-01-03 11:12:47
2025-12,7호선,2737,내방,11,0,"2,574","1,634","8,145","13,197","18,574","27,525","29,242","77,596","22,423","47,877","17,765","22,712","18,309","18,789","19,526","19,086","21,904","20,270","23,216","19,682","25,758","19,930","32,678","22,681","50,569","29,084","67,163","35,028","27,092","22,231","20,044","14,985","20,160","13,477","14,364","11,226","4,617","7,199",966,"3,371",14,261,0,0,0,0,2026-01-03 11:12:47
2025-12,7호선,2738,이수,36,2,"4,290","1,307","10,047","18,219","28,063","18,144","42,920","43,601","30,778","31,173","22,769","22,230","22,764","23,045","26,429","24,081","26,768","25,819","28,335","26,268","31,850","29,256","40,090","34,963","42,117","47,541","46,705","62,347","29,571","39,219","27,522","22,341","30,811","19,119","27,165","17,068","14,408","10,456","2,460","3,564",33,170,0,0,0,0,2026-01-03 11:12:47
2025-12,7호선,2739,남성,49,0,"6,159",965,"14,427","3,931","38,080","6,721","54,533","15,794","34,735","12,536","22,523","11,364","18,887","11,802","19,343","13,334","18,539","14,382","17,170","16,209","16,733","20,561","17,995","24,163","17,098","31,209","15,575","43,879","9,924","32,162","8,864","21,523","7,613","19,809","5,339","17,456","2,472","10,655",455,"3,621",7,77,0,0,0,0,2026-01-03 11:12:47
2025-12,7호선,2740,숭실대입구(살피재),30,0,"5,906",888,"13,474","3,838","37,360","7,662","50,251","23,806","33,812","20,660","23,229","20,866","21,503","18,770","21,877","18,024","22,839","21,091","22,317","21,465","22,496","23,600","26,802","27,290","30,241","35,083","21,449","47,193","14,722","34,448","13,337","23,981","12,775","21,970","10,777","21,457","6,161","13,949","1,219","4,625",17,79,0,0,0,0,2026-01-03 11:12:47
2025-12,7호선,2741,상도,6,0,"5,186","1,680","12,870","6,467","34,746","8,292","46,125","24,070","29,747","17,932","20,369","17,327","18,771","16,048","19,903","17,520","20,744","16,880","19,497","19,178","20,965","19,837","24,495","22,712","26,684","29,673","23,499","43,627","13,697","30,096","11,613","20,670","11,496","19,054","9,091","18,053","5,247","12,175","1,248","3,671",19,61,0,0,0,0,2026-01-03 11:12:47
2025-12,7호선,2742,장승배기,11,0,"5,248","1,812","10,804","8,512","26,665","9,656","37,839","23,798","24,642","13,782","17,261","10,731","16,087","11,576","15,641","13,816","15,739","14,635","15,816","14,938","16,667","17,162","19,258","19,478","20,332","22,671","19,936","32,027","10,433","22,606","8,840","15,508","8,171","14,043","5,582","13,136","2,293","8,379",736,"2,852",18,45,0,0,0,0,2026-01-03 11:12:47
2025-12,7호선,2743,신대방삼거리,62,2,"9,733",680,"19,193","4,281","52,130","8,646","76,088","19,261","44,137","16,487","27,005","13,849","23,938","15,391","26,029","17,489","23,677","19,525","22,273","21,055","21,121","25,938","23,076","30,979","22,951","40,583","21,884","61,423","13,330","45,463","11,485","29,621","10,254","27,411","7,521","23,670","3,572","15,466",832,"5,983",16,73,0,0,0,0,2026-01-03 11:12:47
2025-12,7호선,2744,보라매,26,0,"3,285",899,"6,216","3,343","16,246","8,347","25,033","21,350","14,719","10,100","9,872","8,544","9,504","9,569","10,687","10,644","10,698","9,810","11,433","9,290","12,102","11,272","13,486","13,379","14,842","17,214","16,387","24,347","8,094","16,637","7,685","11,135","6,801","10,477","5,510","9,275","2,388","5,990",491,"2,485",11,51,0,0,0,0,2026-01-03 11:12:47
2025-12,7호선,2745,신풍,303,14,"13,087","1,204","16,092","5,710","40,888","12,272","53,718","21,793","30,805","14,502","19,778","13,127","18,242","13,446","19,839","14,788","18,508","15,545","17,394","15,619","18,858","20,154","21,336","24,276","21,184","33,548","20,223","44,488","12,676","31,332","10,260","20,136","8,509","18,926","6,608","16,993","2,820","10,160",549,"3,599",17,527,0,0,0,0,2026-01-03 11:12:47
2025-12,7호선,2746,대림(구로구청),99,0,"10,475",730,"8,887","4,220","17,083","7,746","23,390","19,146","18,280","14,473","13,852","20,744","14,387","22,643","16,321","17,673","18,066","17,643","19,180","17,640","21,075","18,767","21,938","20,465","22,987","25,157","21,024","24,077","13,357","15,909","10,589","12,648","9,398","14,664","7,705","11,916","4,075","6,696",640,"1,769",22,105,0,2,0,0,2026-01-03 11:12:47
2025-12,7호선,2747,남구로,120,4,"16,158","1,353","15,811","7,235","30,991","32,602","36,275","95,108","25,391","46,880","17,376","20,434","16,321","17,158","18,262","16,283","17,445","16,926","17,414","16,791","19,814","19,988","23,326","24,263","47,495","33,536","69,500","33,449","29,788","23,030","16,008","16,446","11,645","18,239","7,895","15,982","3,659","9,380",578,"2,314",12,49,0,0,0,0,2026-01-03 11:12:47
2025-12,7호선,2748,가산디지털단지,601,5,"6,333","5,560","10,927","27,908","24,714","134,169","31,159","382,090","21,942","231,435","20,882","63,366","27,107","39,637","36,418","37,652","41,688","37,678","48,592","33,809","62,566","30,915","89,023","31,215","218,197","34,187","298,659","39,594","119,218","28,000","68,684","17,749","53,900","15,397","30,932","14,167","13,185","9,603","1,896","3,531",7,72,0,0,0,0,2026-01-03 11:12:47
2025-12,7호선,2749,철산,24,0,"11,210","3,114","34,689","10,878","93,054","19,190","93,522","37,874","52,035","28,632","38,039","21,992","36,518","23,419","35,151","26,302","32,754","29,537","31,535","30,708","34,283","37,452","36,344","47,329","39,158","68,486","38,758","99,532","22,797","75,732","20,496","44,400","19,471","40,349","16,816","36,682","7,682","22,844","1,479","6,840",9,90,0,1,0,0,2026-01-03 11:12:47
2025-12,7호선,2750,광명사거리,176,1,"19,301","6,240","33,665","12,254","84,908","15,734","88,556","29,842","49,845","24,596","35,049","24,975","33,389","31,404","36,515","36,281","35,848","36,218","35,413","36,252","38,954","42,095","43,424","48,627","42,170","59,556","35,076","86,031","23,506","64,084","16,571","37,164","13,342","32,640","10,102","29,248","4,389","17,654",905,"5,451",4,91,0,29,0,0,2026-01-03 11:12:47
2025-12,7호선,2751,천왕,32,1,"8,599",779,"20,359","4,866","55,062","9,826","61,587","20,634","35,160","9,520","21,562","8,211","18,158","9,742","17,605","13,228","16,682","14,154","15,186","15,675","15,936","19,977","17,776","25,039","17,721","32,700","16,047","48,278","7,866","38,114","5,713","23,842","4,451","20,269","3,100","18,461","1,437","12,090",322,"3,342",8,275,0,18,0,0,2026-01-03 11:12:47
2025-12,7호선,2752,온수(성공회대입구),244,1,"9,235",771,"19,483","3,440","43,965","10,733","51,831","18,188","23,777","11,499","14,789","7,372","13,974","7,727","14,309","8,833","13,077","10,206","11,490","10,652","13,253","13,551","15,643","16,561","15,731","22,769","13,768","38,140","6,292","27,870","5,079","18,473","4,631","15,081","3,226","13,841","1,780","9,322",329,"4,941",7,"1,140",0,99,0,0,2026-01-03 11:12:47
2025-12,8호선,2810,암사역사공원,9,0,"3,341",578,"9,646","2,569","30,000","6,708","35,807","9,010","18,828","4,602","12,339","4,643","10,511","5,199","10,244","6,805","9,775","7,201","9,216","8,271","9,514","9,888","11,571","12,814","11,556","17,372","12,035","24,312","5,618","18,352","3,956","13,579","3,187","11,382","2,590","11,874","1,041","6,640",243,"1,923",2,22,0,0,0,0,2026-01-03 11:12:47
2025-12,8호선,2811,암사,182,3,"15,048",835,"23,926","5,174","65,272","8,066","82,752","19,796","44,509","14,239","29,650","12,120","26,608","15,969","26,129","17,631","24,944","19,911","22,213","22,428","22,275","30,719","23,294","35,452","23,737","45,313","23,654","64,801","14,486","46,349","11,377","30,427","9,024","27,247","6,113","26,473","2,721","14,958",619,"5,026",7,242,1,40,0,0,2026-01-03 11:12:47
2025-12,8호선,2812,천호(풍납토성),147,0,"11,642","2,282","17,392","11,551","44,438","20,734","56,376","38,117","35,800","32,224","25,647","26,955","25,822","30,020","28,353","32,175","29,352","36,194","29,910","35,247","34,085","41,827","38,472","44,939","44,628","58,210","44,335","77,045","29,700","50,632","25,694","31,858","19,534","30,523","14,996","24,807","7,933","15,145","1,995","5,738",41,171,0,11,0,0,2026-01-03 11:12:47
2025-12,8호선,2813,강동구청,26,0,"5,779","1,040","12,118","5,720","29,512","16,258","39,219","35,878","25,138","16,925","19,507","13,047","17,162","12,147","17,516","13,406","17,335","16,189","16,825","16,239","18,026","19,437","20,397","22,741","24,070","27,949","29,932","36,591","11,706","25,921","9,744","18,204","8,612","16,816","6,605","14,500","2,401","8,411",556,"2,786",9,65,0,0,0,0,2026-01-03 11:12:47
2025-12,8호선,2814,몽촌토성(평화의문),20,0,"1,898","1,844","5,063","6,130","13,521","11,831","20,067","31,619","12,940","17,992","10,310","11,516","10,226","10,536","10,723","11,158","10,931","10,699","11,955","9,990","13,246","10,705","16,551","15,152","20,739","18,116","25,723","21,947","11,730","16,311","10,672","10,728","11,400","9,331","9,380","8,593","4,555","5,659","1,993","1,884",74,38,0,0,0,0,2026-01-03 11:12:47
2025-12,8호선,2815,잠실(송파구청),23,0,"1,788","3,376","3,931","12,421","8,190","40,300","11,887","98,662","9,764","70,725","11,844","54,904","18,392","56,104","23,838","55,304","30,205","55,669","40,498","52,568","53,977","55,996","64,284","54,646","77,403","58,835","92,579","61,853","64,449","30,973","61,673","17,922","63,910","12,240","44,839","9,542","15,271","7,234","6,648","2,308",182,372,0,0,0,0,2026-01-03 11:12:47
2025-12,8호선,2816,석촌,2,0,"2,622",948,"5,775","4,341","16,758","9,317","24,857","24,529","15,488","21,901","12,895","15,186","13,055","17,545","15,418","18,783","15,093","19,245","15,780","18,297","17,994","20,285","18,900","23,157","22,716","29,381","25,213","35,687","15,932","23,651","14,371","14,626","15,526","13,007","12,676","11,790","5,504","7,472","3,050","2,655",92,50,0,12,0,0,2026-01-03 11:12:47
2025-12,8호선,2817,송파,1,0,"3,292",856,"10,538","5,355","32,146","10,357","39,224","22,322","25,323","12,733","20,184","10,275","19,033","10,505","18,033","12,617","17,765","15,304","15,719","15,864","17,846","20,073","19,507","22,171","19,766","27,068","19,767","35,625","11,297","27,254","8,181","17,662","6,385","17,591","5,564","15,231","2,274","7,440",442,"2,688",18,53,0,8,0,0,2026-01-03 11:12:47
2025-12,8호선,2818,가락시장,261,1,"3,715","2,824","6,808","7,468","13,251","15,472","14,374","43,470","11,583","18,797","11,202","13,815","12,211","15,386","13,204","14,168","14,130","14,987","16,296","14,723","19,158","15,826","20,291","20,570","24,848","25,875","31,567","29,901","16,425","18,451","15,816","12,483","16,325","10,317","13,731","8,906","6,537","5,829","1,424","2,528",13,764,0,49,0,0,2026-01-03 11:12:47
2025-12,8호선,2819,문정,6,1,"2,789","3,950","8,408","11,521","27,454","60,459","35,678","182,681","23,812","83,591","19,579","33,904","21,233","22,166","25,765","23,648","29,021","24,687","33,453","23,124","35,857","23,259","44,101","27,690","96,953","32,967","128,863","43,229","46,171","30,667","32,639","19,931","27,151","17,197","18,049","15,861","7,842","8,349","1,659","2,924",12,77,0,0,0,0,2026-01-03 11:12:47
2025-12,8호선,2820,장지,35,2,"5,811","3,186","18,805","12,290","46,362","28,947","51,362","50,921","35,052","35,714","24,777","21,897","22,008","23,959","23,118","23,586","25,765","22,926","26,638","23,862","33,540","27,366","39,110","31,246","50,454","39,388","52,774","51,027","29,876","32,361","23,879","21,005","17,964","19,180","9,699","17,218","3,163","10,653",684,"3,241",4,71,0,0,0,0,2026-01-03 11:12:47
2025-12,8호선,2821,복정,63,0,"3,519","2,270","11,633","9,449","28,907","11,229","37,275","19,755","22,579","13,046","15,119","9,734","12,953","7,369","14,070","9,964","12,992","9,335","12,752","10,285","14,873","12,643","18,417","16,110","23,813","22,830","25,979","30,050","15,564","20,838","8,807","14,667","7,769","14,132","5,858","12,272","2,831","5,780",758,"1,617",9,58,0,0,0,0,2026-01-03 11:12:47
2025-12,8호선,2822,산성,13,0,"5,500","1,525","11,295","4,319","28,838","3,597","31,410","6,746","17,312","4,221","12,334","4,517","10,256","4,616","9,789","5,646","8,916","6,567","7,956","7,909","8,295","10,993","11,073","13,556","9,180","17,968","6,752","27,558","3,528","22,282","2,664","14,619","2,065","13,914","1,647","11,862",792,"7,668",195,"3,132",0,97,0,0,0,0,2026-01-03 11:12:47
2025-12,8호선,2823,남한산성입구(성남법원.검찰청),72,11,"10,848","1,792","21,081","4,332","49,967","10,868","63,146","23,814","33,520","20,328","23,509","13,244","21,296","10,640","22,179","13,541","19,713","15,189","19,295","15,179","20,209","20,259","22,369","24,089","23,722","30,473","21,361","43,517","9,703","32,138","7,092","23,772","5,370","23,086","3,872","19,045","1,636","12,103",339,"4,312",5,112,0,0,0,0,2026-01-03 11:12:47
2025-12,8호선,2824,단대오거리,56,0,"10,571","1,668","20,298","6,154","48,069","11,675","57,210","19,226","29,974","11,322","20,360","9,273","18,449","10,577","20,054","12,111","17,770","13,496","16,610","15,960","17,269","20,836","20,270","25,751","21,735","32,887","21,740","48,195","11,153","35,881","8,106","24,271","6,380","21,547","4,552","19,718","1,962","12,144",423,"4,253",1,192,0,0,0,0,2026-01-03 11:12:47
2025-12,8호선,2825,신흥,6,1,"3,966",593,"8,148","2,954","18,738","3,526","23,077","7,217","13,393","4,860","8,969","5,811","8,216","6,588","8,483","8,076","8,315","9,146","8,872","10,135","10,226","11,125","11,530","13,962","11,200","15,097","9,243","20,781","5,659","16,457","4,818","10,969","3,490","10,083","2,276","8,750","1,210","5,111",267,"1,664",0,109,0,0,0,0,2026-01-03 11:12:47
2025-12,8호선,2826,수진,13,0,"3,997",619,"7,068","2,513","17,006","4,728","23,166","13,852","13,136","6,929","9,471","6,513","9,393","7,418","10,476","7,406","10,604","8,031","9,756","8,730","10,971","9,374","12,920","11,369","10,553","11,708","8,697","16,939","5,243","13,026","4,288","9,197","3,859","8,836","2,547","7,641","1,058","5,093",263,"1,768",9,99,0,0,0,0,2026-01-03 11:12:47
2025-12,8호선,2827,모란,19,1,"2,411",652,"3,175","3,761","8,743","5,049","11,597","11,247","7,289","6,615","7,269","7,014","8,915","7,603","10,322","8,518","11,109","8,390","12,014","7,692","12,588","8,806","14,981","9,203","13,606","9,452","12,171","11,086","7,038","6,906","5,636","5,118","5,565","4,881","4,637","4,274","2,665","2,696",904,"1,890",9,934,0,0,0,0,2026-01-03 11:12:47
2025-12,8호선,2828,남위례,21,0,"2,018","1,472","7,483","5,322","21,578","9,831","26,486","25,714","15,416","12,507","11,764","8,280","11,073","7,162","11,901","8,345","11,465","10,015","11,279","10,056","13,776","11,417","17,275","14,976","20,112","19,088","19,912","25,984","9,415","19,055","8,349","13,044","8,434","10,768","6,119","10,756","2,594","6,547",800,"1,778",0,44,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선,4101,개화,12,0,"2,590",294,"7,544","2,082","12,559","3,261","9,295","4,490","3,713","2,338","2,763","1,884","2,557","2,255","2,380","1,978","2,326","2,246","2,889","2,604","3,308","2,953","4,622","2,759","5,940","3,523","5,499","5,330","2,268","4,270","1,566","2,543","1,351","2,085",669,"2,306",324,"1,440",115,575,1,67,0,1,0,0,2026-01-03 11:12:47
2025-12,9호선,4102,김포공항,3,0,547,"3,842","2,388","16,459","9,468","22,116","11,374","24,766","7,536","23,167","7,843","24,227","9,347","25,647","9,237","28,905","12,102","28,802","14,550","26,991","16,657","25,102","16,684","29,708","17,508","33,973","20,237","32,680","15,135","19,294","13,188","8,376","10,344","4,692","10,593","3,586","3,476","2,332",148,"1,933",1,266,0,4,0,0,2026-01-03 11:12:47
2025-12,9호선,4103,공항시장,11,0,"3,224",297,"4,260","1,257","9,071","2,271","11,908","4,842","6,277","3,308","4,981","2,925","4,723","3,505","4,935","3,980","4,553","3,893","4,351","4,151","4,395","5,651","4,700","6,322","5,312","7,694","4,382","11,272","2,607","8,248","2,352","6,173","2,010","6,245","1,299","5,183",743,"3,983",182,"1,473",4,167,0,0,1,0,2026-01-03 11:12:47
2025-12,9호선,4104,신방화,6,0,"5,398",868,"12,052","3,449","28,148","6,473","28,810","14,648","15,401","7,659","12,517","6,310","10,919","7,071","11,639","8,398","10,993","8,492","9,817","10,332","11,974","11,931","12,380","14,540","11,412","17,447","11,631","25,384","6,771","20,981","5,364","13,106","3,981","11,607","2,985","12,720","1,218","7,227",237,"2,679",9,60,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선,4105,마곡나루(서울식물원),13,0,"4,788","1,501","10,971","12,379","31,468","31,965","33,720","70,735","18,006","32,981","15,168","19,677","16,952","18,574","20,212","19,269","22,535","19,657","24,005","19,619","27,048","19,849","33,390","23,417","55,581","31,388","59,061","43,700","29,095","30,407","25,998","19,498","25,227","19,233","20,323","16,784","9,269","12,241","1,424","4,727",16,628,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선,4106,양천향교,4,0,"4,997","1,173","10,969","11,426","32,339","26,014","33,503","51,531","16,668","20,092","13,758","11,159","14,650","9,092","15,969","10,567","14,763","12,736","14,758","11,595","17,440","13,219","22,403","15,603","35,201","20,746","39,674","30,119","14,807","25,562","9,375","17,400","7,980","17,419","5,560","14,677","2,346","11,093",593,"3,178",7,290,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선,4107,가양,89,0,"16,087","1,534","29,948","10,056","78,243","28,883","81,281","59,721","45,714","32,679","36,767","21,141","35,307","22,255","37,520","24,438","33,801","27,389","31,412","30,840","34,432","37,082","39,813","42,711","48,254","50,037","54,510","74,520","24,684","62,786","18,429","40,500","15,839","36,388","10,739","33,188","4,365","20,723",759,"7,211",15,469,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선,4108,증미,1,0,"2,647",527,"8,696","3,056","24,806","11,598","26,946","49,922","13,394","19,857","10,245","6,857","9,811","6,403","10,252","6,839","10,158","7,311","9,286","8,583","9,999","9,390","11,693","10,981","23,494","13,913","38,075","21,418","11,033","16,327","6,717","10,107","5,330","9,136","2,909","9,153","1,192","5,231",213,"1,839",4,61,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선,4109,등촌,14,5,"6,658","1,440","16,672","6,117","51,831","8,884","65,606","20,747","29,269","13,339","20,938","12,373","21,259","13,128","20,515","15,207","19,386","16,094","18,163","17,565","19,740","21,795","21,416","23,969","21,341","35,412","21,195","50,205","10,976","39,070","8,703","23,898","7,190","21,266","5,483","19,345","2,541","11,098",508,"4,000",7,114,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선,4110,염창,31,0,"13,493",874,"28,496","5,488","81,751","9,273","91,344","20,030","49,761","12,520","34,035","11,766","29,701","13,384","29,352","16,710","26,814","18,978","23,053","22,310","23,253","28,644","26,541","34,489","27,366","50,297","26,219","75,640","14,444","61,948","11,242","42,851","9,961","37,694","7,534","38,704","3,214","22,828",629,"8,002",20,532,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선,4111,신목동,8,0,"2,431",393,"6,636","2,059","22,295","4,234","21,771","7,094","10,526","4,889","8,122","3,203","7,128","4,167","7,744","4,431","6,099","5,526","6,213","5,937","6,356","6,178","7,769","8,647","8,619","9,928","7,106","15,776","3,395","11,729","2,431","7,888","2,020","8,485","1,722","6,736",645,"4,762",180,"1,348",5,156,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선,4112,선유도,11,0,"2,336","1,270","6,786","4,149","25,842","15,342","30,662","43,607","13,682","23,457","10,645","9,084","10,343","9,143","11,454","9,538","11,382","8,494","11,725","9,720","13,171","9,710","16,094","11,974","30,258","15,829","39,159","24,721","14,163","17,669","8,595","11,135","7,091","9,518","5,152","9,554","2,155","5,583",447,"2,117",0,96,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선,4113,당산,94,2,"9,563","1,612","17,287","7,866","54,124","17,474","65,601","47,597","38,067","26,179","29,110","17,801","28,970","20,515","30,617","23,012","29,804","25,214","28,760","24,514","31,071","29,139","34,179","36,642","45,111","49,376","52,242","69,587","27,767","51,319","22,779","35,805","23,080","35,596","19,589","33,044","9,526","21,428","2,000","6,893",40,622,0,4,0,0,2026-01-03 11:12:47
2025-12,9호선,4114,국회의사당,2,1,823,"1,911","2,621","12,414","5,336","53,453","8,374","169,727","7,650","69,635","11,086","30,538","16,628","24,407","20,196","22,839","24,336","25,397","29,698","19,910","30,541","15,969","46,006","15,948","88,261","20,810","109,620","21,796","41,319","12,180","32,807","6,604","33,480","5,988","18,862","5,029","6,883","2,905","1,244",943,37,81,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선,4115,여의도,33,0,"4,011","2,990","4,621","29,395","10,209","164,967","12,807","182,321","13,447","91,651","17,780","45,786","27,905","44,387","29,849","43,746","37,931","42,805","45,004","39,049","58,234","36,090","80,166","36,443","179,435","38,927","167,916","40,406","83,896","21,678","75,681","12,203","58,661","10,480","32,948","9,498","11,675","5,336","1,761","2,571",19,448,0,1,0,0,2026-01-03 11:12:47
2025-12,9호선,4116,샛강,10,0,"1,650","1,158","2,373","5,088","5,216","18,853","6,984","40,645","5,505","16,117","5,873","9,739","7,421","9,303","8,058","7,910","9,016","8,457","10,180","7,624","10,939","7,795","14,168","10,237","25,332","13,280","33,865","16,161","13,716","9,000","12,656","5,060","11,789","4,608","9,372","3,763","4,466","2,496","1,134",931,14,65,0,2,0,0,2026-01-03 11:12:47
2025-12,9호선,4117,노량진,397,11,"18,863","2,003","27,537","14,379","72,454","30,834","99,422","59,213","57,579","39,325","38,498","27,245","37,533","34,121","43,138","38,105","46,811","42,487","40,687","40,011","44,207","44,464","51,697","57,318","60,575","82,666","58,643","112,675","38,902","70,438","40,862","49,917","49,094","48,040","49,543","47,261","19,034","27,360","2,431","8,736",22,295,0,0,0,0,2026-01-03 11:12:47
2025-12,9호선,4118,노들,1,0,"3,860",312,"6,939","1,261","18,838","2,497","23,491","4,330","13,140","3,682","9,808","3,578","8,127","3,726","8,623","4,884","7,931","5,166","6,815","6,626","6,851","7,913","7,700","9,708","8,068","12,308","6,836","16,645","3,929","11,916","2,816","9,182","2,350","7,954","2,006","7,934",927,"4,259",264,"1,589",30,52,0,0,0,0,2026-01-03 11:12:47
